Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
20-12-2021,166.8500061,167.8744965,165.6000061,167.0789948,167.0789948,57372000,SRF
21-12-2021,167.8504944,170.716507,165.6475067,170.4170074,170.4170074,55956000,SRF
22-12-2021,169.2700043,172.0500031,168.5005035,171.0370026,171.0370026,55036000,SRF
23-12-2021,170.4279938,171.9750061,170.1499939,171.0684967,171.0684967,36788000,SRF
27-12-2021,171.0370026,172.9429932,169.2154999,169.6694946,169.6694946,58688000,SRF
28-12-2021,170.1824951,172.1759949,169.135498,170.6609955,170.6609955,54638000,SRF
29-12-2021,170.8399963,171.2120056,168.6004944,169.201004,169.201004,35754000,SRF
30-12-2021,169.6999969,170.8880005,168.5240021,168.6445007,168.6445007,37584000,SRF
31-12-2021,168.9559937,169.3500061,166.5585022,166.7169952,166.7169952,47830000,SRF
03-01-2022,167.5500031,170.7035065,166.1605072,170.4044952,170.4044952,63520000,SRF
04-01-2022,170.4380035,171.3999939,166.3495026,167.5220032,167.5220032,70726000,SRF
05-01-2022,166.8829956,167.1264954,164.3569946,164.3569946,164.3569946,64302000,SRF
06-01-2022,163.4505005,164.8000031,161.9369965,163.2539978,163.2539978,51958000,SRF
07-01-2022,163.8390045,165.2434998,162.0310059,162.5540009,162.5540009,46606000,SRF
10-01-2022,160.585495,161.661499,156.3045044,161.4859924,161.4859924,87798000,SRF
11-01-2022,161.5,166.3500061,160.7015076,165.3619995,165.3619995,62806000,SRF
12-01-2022,166.5749969,166.878006,164.4170074,165.2070007,165.2070007,50030000,SRF
13-01-2022,165.2505035,166.2214966,161.0910034,161.2140045,161.2140045,52188000,SRF
14-01-2022,160.1499939,162.25,159.8005066,162.1380005,162.1380005,45974000,SRF
18-01-2022,159.1049957,159.7344971,157.664505,158.9174957,158.9174957,67292000,SRF
19-01-2022,158.7619934,159.25,156.25,156.298996,156.298996,53242000,SRF
20-01-2022,156.7660065,158,151.3509979,151.6674957,151.6674957,71974000,SRF
21-01-2022,149.9499969,150.8999939,142.0704956,142.6430054,142.6430054,163972000,SRF
24-01-2022,139,144.9450073,135.352005,144.5440063,144.5440063,155624000,SRF
25-01-2022,142.2424927,143.6000061,138.1450043,139.9859924,139.9859924,90824000,SRF
26-01-2022,144.75,145.1849976,137.3184967,138.8724976,138.8724976,95602000,SRF
27-01-2022,140.8000031,144.2434998,139.3500061,139.6374969,139.6374969,77516000,SRF
28-01-2022,140.8605042,143.9980011,137.9295044,143.9779968,143.9779968,74392000,SRF
31-01-2022,144.75,150.3605042,144.3005066,149.5735016,149.5735016,78308000,SRF
01-02-2022,150,151.7079926,147.6275024,151.1934967,151.1934967,59220000,SRF
02-02-2022,155.0505066,155.0749969,148.8634949,150.6125031,150.6125031,87330000,SRF
03-02-2022,141.7375031,144.2474976,138.3329926,138.8455048,138.8455048,225532000,SRF
04-02-2022,155.6065063,161.1999969,150.6080017,157.6394958,157.6394958,253456000,SRF
07-02-2022,158.5200043,162.6909943,157.25,157.9355011,157.9355011,102624000,SRF
08-02-2022,156.7505035,161.7924957,155.5505066,161.4134979,161.4134979,76040000,SRF
09-02-2022,162.8735046,163.8345032,160.25,161.1894989,161.1894989,68786000,SRF
10-02-2022,158.3500061,160.716507,157.75,159.0034943,159.0034943,68268000,SRF
11-02-2022,158.1345062,159,152.7339935,153.2935028,153.2935028,77100000,SRF
14-02-2022,151.7510071,158.4485016,151.6499939,155.1670074,155.1670074,83230000,SRF
15-02-2022,157.6054993,158.0070038,154.6374969,156.510498,156.510498,56440000,SRF
16-02-2022,155.7904968,158.8339996,154.7344971,158.1004944,158.1004944,52704000,SRF
17-02-2022,158.1459961,160.348999,154.5,154.6524963,154.6524963,64032000,SRF
18-02-2022,155.4994965,155.4994965,150.8930054,152.6015015,152.6015015,63604000,SRF
22-02-2022,150.4785004,152.9824982,148.4855042,150.1974945,150.1974945,66128000,SRF
23-02-2022,151.6504974,151.7630005,144.651001,144.8269958,144.8269958,64244000,SRF
24-02-2022,139.8374939,151.7489929,139.5,151.3580017,151.3580017,100786000,SRF
25-02-2022,150.5500031,153.9900055,149.213501,153.7884979,153.7884979,62396000,SRF
28-02-2022,152.4250031,154.4499969,150.8500061,153.5630035,153.5630035,57684000,SRF
01-03-2022,152.7324982,154.098999,149.977005,151.1419983,151.1419983,44874000,SRF
02-03-2022,150.848999,152.9994965,148.75,152.0525055,152.0525055,47334000,SRF
03-03-2022,153.5314941,153.9290009,146.8560028,147.8984985,147.8984985,65198000,SRF
04-03-2022,147.1589966,147.8500061,143.8070068,145.6410065,145.6410065,60934000,SRF
07-03-2022,145.4434967,146.0944977,137.4165039,137.4530029,137.4530029,86934000,SRF
08-03-2022,136.6835022,140.6994934,133.5724945,136.0144958,136.0144958,91662000,SRF
09-03-2022,139.5,140.25,136.8280029,139.279007,139.279007,82656000,SRF
10-03-2022,145.6849976,148.6744995,143.9779968,146.8175049,146.8175049,135062000,SRF
11-03-2022,149.5744934,149.6750031,145.3690033,145.5245056,145.5245056,68900000,SRF
14-03-2022,145.9810028,147.4499969,140.8840027,141.8529968,141.8529968,74086000,SRF
15-03-2022,142.8500061,147.9850006,142,147.3665009,147.3665009,75584000,SRF
16-03-2022,148.5,153.1499939,147.3535004,153.1040039,153.1040039,84958000,SRF
17-03-2022,152.6405029,157.4985046,152.1399994,157.2389984,157.2389984,72934000,SRF
18-03-2022,156.8130035,161.5939941,156.0110016,161.2505035,161.2505035,102962000,SRF
21-03-2022,161.1210022,163.0839996,159.5529938,161.4915009,161.4915009,66538000,SRF
22-03-2022,161.8054962,166.1670074,161.6990051,164.8890076,164.8890076,64086000,SRF
23-03-2022,163.7050018,166.3699951,162.6869965,163.4080048,163.4080048,55812000,SRF
24-03-2022,163.7494965,164.1184998,160.0500031,163.6495056,163.6495056,56798000,SRF
25-03-2022,164,165.3684998,162.25,164.7734985,164.7734985,49032000,SRF
28-03-2022,164.9750061,169.0375061,164.8999939,168.9904938,168.9904938,59854000,SRF
29-03-2022,170.3840027,170.8314972,167.8684998,169.3150024,169.3150024,66154000,SRF
30-03-2022,168.5095062,168.9505005,165.5,166.3009949,166.3009949,56168000,SRF
31-03-2022,166.4450073,166.4949951,162.9535065,162.9974976,162.9974976,59966000,SRF
01-04-2022,164.1495056,165.8269958,162.3195038,163.5599976,163.5599976,57090000,SRF
04-04-2022,164.125,168.3945007,163.2055054,168.3464966,168.3464966,49882000,SRF
05-04-2022,167.7415009,168.1105042,163.2660065,164.0549927,164.0549927,53728000,SRF
06-04-2022,161.6504974,162.1999969,157.2545013,158.7559967,158.7559967,79056000,SRF
07-04-2022,158.3999939,160.0789948,154.5115051,157.7845001,157.7845001,68136000,SRF
08-04-2022,156.75,157.3684998,154.2310028,154.460495,154.460495,46002000,SRF
11-04-2022,152.7129974,154.1365051,150.5345001,151.121994,151.121994,52112000,SRF
12-04-2022,153.6925049,155.098999,150.3829956,150.7875061,150.7875061,55178000,SRF
13-04-2022,150.0184937,156.0249939,149.6000061,155.5410004,155.5410004,53390000,SRF
14-04-2022,155.3899994,155.8970032,151.4720001,151.7064972,151.7064972,51598000,SRF
18-04-2022,151.5234985,154.039505,150.2505035,152.7850037,152.7850037,46514000,SRF
19-04-2022,152.0294952,158.6490021,151.5505066,158.1154938,158.1154938,54926000,SRF
20-04-2022,157.6024933,157.6024933,153.6035004,153.9980011,153.9980011,59630000,SRF
21-04-2022,154.7140045,156.7380066,147.5894928,148.2960052,148.2960052,63970000,SRF
22-04-2022,148.25,149.6150055,143.6974945,144.3500061,144.3500061,73078000,SRF
25-04-2022,144.022995,146.2214966,142.3065033,146.0740051,146.0740051,61874000,SRF
26-04-2022,144.8000031,144.8560028,138.9295044,139.3910065,139.3910065,77530000,SRF
27-04-2022,140.1914978,141.9485016,135.783493,138.1670074,138.1670074,71336000,SRF
28-04-2022,142.1779938,145.9375,140.3000031,144.5964966,144.5964966,117316000,SRF
29-04-2022,129.848999,130.7610016,121.625,124.2815018,124.2815018,272662000,SRF
02-05-2022,122.401001,124.6679993,118.375,124.5,124.5,148788000,SRF
03-05-2022,124.0534973,126.2204971,122.8249969,124.2535019,124.2535019,79134000,SRF
04-05-2022,123.5999985,126,119.1829987,125.9284973,125.9284973,110746000,SRF
05-05-2022,123,123.4990005,115.0725021,116.4069977,116.4069977,144392000,SRF
06-05-2022,114.8499985,119.050499,113.0814972,114.7724991,114.7724991,124260000,SRF
09-05-2022,111.3125,114,107.9570007,108.7890015,108.7890015,128124000,SRF
10-05-2022,111.25,112.6425018,107.1709976,108.8590012,108.8590012,105434000,SRF
11-05-2022,108.1035004,110.1559982,104.4284973,105.3720016,105.3720016,109704000,SRF
12-05-2022,102.75,110.7805023,102.4055023,106.9304962,106.9304962,132026000,SRF
13-05-2022,109.0690002,113.1839981,107.8000031,113.0550003,113.0550003,93684000,SRF
16-05-2022,113.0999985,113.9925003,110.3539963,110.8105011,110.8105011,74566000,SRF
17-05-2022,113.2750015,115.8000031,111.2764969,115.3684998,115.3684998,76448000,SRF
18-05-2022,111.4394989,112.8529968,106.2490005,107.1125031,107.1125031,108380000,SRF
19-05-2022,106.2805023,110.0339966,106.1930008,107.3190002,107.3190002,88142000,SRF
20-05-2022,109.5684967,109.8980026,105.0094986,107.5910034,107.5910034,99500000,SRF
23-05-2022,108.4609985,108.8190002,103.9499969,107.5569992,107.5569992,107798000,SRF
24-05-2022,104.0250015,105.4000015,101.2600021,104.0999985,104.0999985,102934000,SRF
25-05-2022,103.6555023,108.1750031,103.6500015,106.7750015,106.7750015,93120000,SRF
26-05-2022,107.9700012,112.6654968,107.4534988,111.0774994,111.0774994,93002000,SRF
27-05-2022,113.5500031,115.1869965,112.6279984,115.1464996,115.1464996,93660000,SRF
31-05-2022,116.2799988,121.9944992,115.6750031,120.2095032,120.2095032,144634000,SRF
01-06-2022,122.2559967,125.1790009,120.6224976,121.6839981,121.6839981,127528000,SRF
02-06-2022,121.6839981,125.6100006,120.0449982,125.5110016,125.5110016,100560000,SRF
03-06-2022,124.1999969,124.4000015,121.0465012,122.3499985,122.3499985,97604000,SRF
06-06-2022,125.25,128.9900055,123.8099976,124.7900009,124.7900009,135269000,SRF
07-06-2022,122.0100021,124.0999985,120.6299973,123,123,85156700,SRF
08-06-2022,122.6100006,123.75,120.75,121.1800003,121.1800003,64926600,SRF
09-06-2022,119.9899979,121.3000031,116.0999985,116.1500015,116.1500015,67029800,SRF
10-06-2022,113.4199982,114.5,109.0500031,109.6500015,109.6500015,87266000,SRF
13-06-2022,104.1900024,106.5400009,101.8600006,103.6699982,103.6699982,99277700,SRF
14-06-2022,104.1900024,104.8799973,101.4300003,102.3099976,102.3099976,69728800,SRF
15-06-2022,103.8600006,109.0599976,103.5299988,107.6699982,107.6699982,85011100,SRF
16-06-2022,104.4700012,104.5800018,102.0100021,103.6600037,103.6600037,82186300,SRF
17-06-2022,102.8000031,106.9800034,102.5100021,106.2200012,106.2200012,99772100,SRF
21-06-2022,108.1999969,111.6299973,103.5599976,108.6800003,108.6800003,70901200,SRF
22-06-2022,107.4300003,112.1299973,107.0199966,108.9499969,108.9499969,60040100,SRF
23-06-2022,110.3899994,113,107.9300003,112.4400024,112.4400024,64345300,SRF
24-06-2022,112.3799973,116.7099991,111.4300003,116.4599991,116.4599991,69867600,SRF
27-06-2022,117.0899963,117.9800034,112.6999969,113.2200012,113.2200012,62133200,SRF
28-06-2022,113.5,114.8499985,107.0400009,107.4000015,107.4000015,74942900,SRF
29-06-2022,107.3799973,110.9899979,106.9100037,108.9199982,108.9199982,66375300,SRF
30-06-2022,108.1100006,108.1800003,102.5199966,106.2099991,106.2099991,97679400,SRF
01-07-2022,106.2900009,109.75,105.8499985,109.5599976,109.5599976,73021200,SRF
05-07-2022,107.5999985,114.0800018,106.3199997,113.5,113.5,76583700,SRF
06-07-2022,113.2099991,115.4800034,112.0100021,114.3300018,114.3300018,66958900,SRF
07-07-2022,113.8499985,116.9899979,113.4899979,116.3300018,116.3300018,57872300,SRF
08-07-2022,114.5999985,116.5800018,113.6900024,115.5400009,115.5400009,45719700,SRF
11-07-2022,114.0800018,114.3000031,110.8700027,111.75,111.75,53487600,SRF
12-07-2022,112.1600037,113.2300034,108.3399963,109.2200012,109.2200012,54280300,SRF
13-07-2022,107.0299988,111.7799988,106.0100021,110.4000015,110.4000015,61353800,SRF
14-07-2022,110.2399979,111.1800003,107.5800018,110.6299973,110.6299973,51163100,SRF
15-07-2022,112.5,115.5899963,111.5899963,113.5500031,113.5500031,84317800,SRF
18-07-2022,115,117.2399979,113.1500015,113.7600021,113.7600021,59115400,SRF
19-07-2022,115.6999969,118.9499969,114.0299988,118.2099991,118.2099991,60990000,SRF
20-07-2022,118.6200027,123.4800034,118.3199997,122.7699966,122.7699966,71268300,SRF
21-07-2022,123.1999969,124.8499985,121.2600021,124.6299973,124.6299973,60239900,SRF
22-07-2022,125.0100021,125.5,121.3499985,122.4199982,122.4199982,51463800,SRF
25-07-2022,122.6999969,123.6399994,120.0299988,121.1399994,121.1399994,50221300,SRF
26-07-2022,115.7900009,118.1500015,114.5299988,114.8099976,114.8099976,67075100,SRF
27-07-2022,117.3099976,121.9000015,117.1600037,120.9700012,120.9700012,61582000,SRF
28-07-2022,121.5699997,122.8399963,118.0800018,122.2799988,122.2799988,82245500,SRF
29-07-2022,134.8999939,137.6499939,132.4100037,134.9499969,134.9499969,148892900,SRF
01-08-2022,134.9600067,138.8300018,133.5099945,135.3899994,135.3899994,76846900,SRF
02-08-2022,134.7200012,137.4400024,134.0899963,134.1600037,134.1600037,61922400,SRF
03-08-2022,136.2100067,140.4900055,136.0500031,139.5200043,139.5200043,71827800,SRF
04-08-2022,140.5800018,143.5599976,139.5500031,142.5700073,142.5700073,70585000,SRF
05-08-2022,140.1000061,142.8600006,139.6000061,140.8000031,140.8000031,50686900,SRF
08-08-2022,142.0500031,144.2299957,138.2899933,139.4100037,139.4100037,52229000,SRF
09-08-2022,138.0500031,138.9499969,136.2100067,137.8300018,137.8300018,40434700,SRF
10-08-2022,142.8999939,144.6000061,141.0099945,142.6900024,142.6900024,54773800,SRF
11-08-2022,143.8600006,144.4900055,139.7599945,140.6399994,140.6399994,44867300,SRF
12-08-2022,142.0500031,143.5700073,140.1199951,143.5500031,143.5500031,47643500,SRF
15-08-2022,142.8000031,143.7599945,141.4900055,143.1799927,143.1799927,39014600,SRF
16-08-2022,143.9100037,146.5700073,142,144.7799988,144.7799988,59102900,SRF
17-08-2022,142.6900024,143.3800049,140.7799988,142.1000061,142.1000061,48149800,SRF
18-08-2022,141.3200073,142.7700043,140.3800049,142.3000031,142.3000031,37458700,SRF
19-08-2022,140.4700012,141.1100006,137.9100037,138.2299957,138.2299957,47792800,SRF
22-08-2022,135.7200012,136.3200073,132.8500061,133.2200012,133.2200012,50461500,SRF
23-08-2022,133.4100037,134.9900055,132.9499969,133.6199951,133.6199951,36252100,SRF
24-08-2022,132.75,135.4700012,132.1000061,133.8000031,133.8000031,38627000,SRF
25-08-2022,135.2599945,137.4199982,134.2799988,137.2799988,137.2799988,37496300,SRF
26-08-2022,136.5500031,137.8300018,130.5,130.75,130.75,53322700,SRF
29-08-2022,129.8999939,131.9499969,128.7700043,129.7899933,129.7899933,48101600,SRF
30-08-2022,131.25,132.0700073,126.8499985,128.7299957,128.7299957,49203000,SRF
31-08-2022,129.4499969,130.5899963,126.7399979,126.7699966,126.7699966,53648700,SRF
01-09-2022,126,128.0200043,123.6600037,127.8199997,127.8199997,56636100,SRF
02-09-2022,129.5,131.3800049,126.3899994,127.5100021,127.5100021,57429800,SRF
06-09-2022,127.9199982,128.6199951,124.7399979,126.1100006,126.1100006,43888600,SRF
07-09-2022,126.1200027,129.8200073,125.4000015,129.4799957,129.4799957,47900300,SRF
08-09-2022,127.7200012,130.2799988,127.0999985,129.8200073,129.8200073,43988500,SRF
09-09-2022,130.9100037,133.6900024,130.7599945,133.2700043,133.2700043,49387600,SRF
12-09-2022,134.1000061,136.4900055,134,136.4499969,136.4499969,53826900,SRF
13-09-2022,131.0099945,131.3999939,126.2699966,126.8199997,126.8199997,72694000,SRF
14-09-2022,127.3600006,128.8399963,126.3300018,128.5500031,128.5500031,45316800,SRF
15-09-2022,127.3799973,130.3699951,125.5,126.2799988,126.2799988,52887200,SRF
16-09-2022,122.7799988,123.8700027,120.6999969,123.5299988,123.5299988,115667800,SRF
19-09-2022,122.1600037,124.7099991,121.8000031,124.6600037,124.6600037,47279700,SRF
20-09-2022,123.3499985,124.4000015,121.1399994,122.1900024,122.1900024,47698400,SRF
21-09-2022,122.4899979,123.7600021,118.4499969,118.5400009,118.5400009,58498900,SRF
22-09-2022,117.0800018,118.7900009,116.2600021,117.3099976,117.3099976,55229200,SRF
23-09-2022,116,116.0500031,112.0599976,113.7799988,113.7799988,65126700,SRF
26-09-2022,113.3000031,117.3399963,113.1299973,115.1500015,115.1500015,62723300,SRF
27-09-2022,117.1999969,118.3199997,113.0500031,114.4100037,114.4100037,60094700,SRF
28-09-2022,114.3799973,118.6999969,113.8000031,118.0100021,118.0100021,55763800,SRF
29-09-2022,115.5999985,116.0699997,113.0599976,114.8000031,114.8000031,58969700,SRF
30-09-2021,102.0800018,104.4400024,101.9899979,102.9000015,102.9000015,57636700,AMD
01-10-2021,102.5999985,103,100.6399994,102.4499969,102.4499969,41491600,AMD
04-10-2021,101.7399979,101.8499985,99.81999969,100.3399963,100.3399963,41967100,AMD
05-10-2021,100.9199982,102.8700027,100.6100006,101.8099976,101.8099976,31455200,AMD
06-10-2021,100.4499969,103.7200012,100.3499985,103.6399994,103.6399994,39071700,AMD
07-10-2021,104.5999985,107.9499969,104.4599991,106.4499969,106.4499969,41543100,AMD
08-10-2021,106.5500031,107.2799988,104.8899994,105.0599976,105.0599976,30623000,AMD
11-10-2021,104.6200027,107.1999969,104.0199966,104.6800003,104.6800003,31284400,AMD
12-10-2021,105.1699982,106.0400009,104.3399963,105.0400009,105.0400009,34039900,AMD
13-10-2021,106.2799988,109.8799973,106.25,109.1600037,109.1600037,55631900,AMD
14-10-2021,110.5,112.2200012,109.6299973,111.9899979,111.9899979,46900200,AMD
15-10-2021,112.5100021,112.8399963,111.1100006,112.1200027,112.1200027,34203000,AMD
18-10-2021,111.9000015,116.8799973,111.3700027,116.4300003,116.4300003,47537800,AMD
19-10-2021,116.1600037,117.1699982,114.4700012,116.3300018,116.3300018,39593900,AMD
20-10-2021,116.2900009,118.3000031,115.4199982,116.3899994,116.3899994,34244800,AMD
21-10-2021,116.5,119.6800003,116.2600021,119.3300018,119.3300018,34794900,AMD
22-10-2021,120.8300018,121.5599976,118.3700027,119.8199997,119.8199997,38992700,AMD
25-10-2021,120.5199966,123.4599991,118.5999985,122.3600006,122.3600006,47834100,AMD
26-10-2021,122.9899979,127.1999969,122.5800018,122.9300003,122.9300003,59458900,AMD
27-10-2021,121.6299973,128.0800018,121.0500031,122.2799988,122.2799988,98245300,AMD
28-10-2021,122.8600006,123.5,120.2600021,121.1600037,121.1600037,58002500,AMD
29-10-2021,120.9499969,122.5699997,119.8799973,120.2300034,120.2300034,43320100,AMD
01-11-2021,119.4499969,125.6699982,118.1299973,125.2300034,125.2300034,54559800,AMD
02-11-2021,124.9800034,128.4600067,124.1999969,127.6299973,127.6299973,53491900,AMD
03-11-2021,127.75,130.6000061,126.7900009,130.5299988,130.5299988,59537800,AMD
04-11-2021,132.0099945,139,130.7700043,137.5,137.5,84825200,AMD
05-11-2021,139.1900024,141.2200012,134.4199982,136.3399963,136.3399963,64920600,AMD
08-11-2021,137.6999969,153.6000061,137.6999969,150.1600037,150.1600037,141493800,AMD
09-11-2021,154.0099945,155.6499939,143.8899994,148.9199982,148.9199982,98442600,AMD
10-11-2021,143.9299927,146.3000031,138.5200043,139.8699951,139.8699951,82989200,AMD
11-11-2021,142.9600067,146.4700012,140.8399963,146.0099945,146.0099945,67934800,AMD
12-11-2021,146.0299988,148.5899963,144.25,147.8899994,147.8899994,52162100,AMD
15-11-2021,148,148.9799957,142.8600006,146.4900055,146.4900055,52271300,AMD
16-11-2021,145.9299927,153.0800018,145.3399963,152.4499969,152.4499969,53100800,AMD
17-11-2021,151.9799957,154.6600037,149.6900024,151.3399963,151.3399963,54527500,AMD
18-11-2021,157.0700073,158.8899994,152.5599976,155.0200043,155.0200043,60612700,AMD
19-11-2021,155.7599945,156.9199982,153.4499969,155.4100037,155.4100037,41668900,AMD
22-11-2021,157.1399994,161.8800049,152.3899994,152.5200043,152.5200043,58674100,AMD
23-11-2021,150.4100037,152.6600037,145.3000031,149.9199982,149.9199982,62852700,AMD
24-11-2021,149.4600067,157.9299927,147.1900024,157.8000031,157.8000031,60677100,AMD
26-11-2021,155.8000031,158.1000061,152.8099976,154.8099976,154.8099976,36245100,AMD
29-11-2021,157.5,162.5099945,156.1000061,161.9100037,161.9100037,57438900,AMD
30-11-2021,163.2799988,164.4600067,155.6799927,158.3699951,158.3699951,75182500,AMD
01-12-2021,160.3699951,160.8800049,148.9199982,149.1100006,149.1100006,64039100,AMD
02-12-2021,147.6799927,152.5299988,146.4700012,150.6799927,150.6799927,56161200,AMD
03-12-2021,151.6499939,152.3800049,140.7200012,144.0099945,144.0099945,65910000,AMD
06-12-2021,141.1399994,141.3099976,134.1999969,139.0599976,139.0599976,66776500,AMD
07-12-2021,143.8999939,145.7599945,141,144.8500061,144.8500061,53359400,AMD
08-12-2021,144.9600067,147.0399933,142.6999969,145.2400055,145.2400055,40977500,AMD
09-12-2021,145.1600037,146.6900024,137.8000031,138.1000061,138.1000061,53019900,AMD
10-12-2021,141.2899933,141.3699951,135.8200073,138.5500031,138.5500031,42224300,AMD
13-12-2021,138.25,139.3999939,133.4199982,133.8000031,133.8000031,42174000,AMD
14-12-2021,131.6699982,137.2400055,130.6000061,135.6000061,135.6000061,50754600,AMD
15-12-2021,135.1100006,146.6900024,133.8099976,146.5,146.5,72425800,AMD
16-12-2021,147,147.9299927,137.0200043,138.6399994,138.6399994,63369600,AMD
17-12-2021,136.3000031,142.0399933,136.1100006,137.75,137.75,55642100,AMD
20-12-2021,135.9700012,138.2599945,133.5200043,135.8000031,135.8000031,38195400,AMD
21-12-2021,138.1900024,144.5,135.1499939,144.25,144.25,57785200,AMD
22-12-2021,142.6499939,144.5,140.2700043,143.8800049,143.8800049,46923700,AMD
23-12-2021,143.8899994,149.0200043,143.8500061,146.1399994,146.1399994,48653800,AMD
27-12-2021,147.5099945,154.8899994,147.25,154.3600006,154.3600006,53296400,AMD
28-12-2021,155.8800049,156.7299957,151.3800049,153.1499939,153.1499939,58699100,AMD
29-12-2021,152.8200073,154.3399963,147.2899933,148.2599945,148.2599945,51300200,AMD
30-12-2021,147.4400024,148.8500061,144.8500061,145.1499939,145.1499939,44358000,AMD
